,English,Italian,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
2440,leathery,come il cuoio,0,0,0,0,0,0,0,0,0,0
2441,comet,cometa,0,0,0,0,0,0,0,0,0,0
2442,comfort,comfort,1,0,0,1,0,0,1,0,0,1
2443,comic,comico,0,0,0,0,0,0,0,0,0,0
2444,comical,comico,0,0,0,0,0,0,0,0,0,0
2445,commence,cominciare,0,0,0,0,0,0,0,0,0,0
2446,committee,comitato,0,0,0,0,0,0,0,0,0,1
2447,caucus,comitato elettorale,0,0,0,0,0,0,0,0,0,0
2448,comedy,commedia,0,0,0,0,0,0,0,0,0,0
2449,commemorate,commemorare,1,0,0,1,0,0,1,1,0,0
2450,commemorative,commemorativo,1,0,0,1,0,0,0,0,0,0
2451,commemoration,commemorazione,1,0,0,1,0,0,1,0,0,0
2452,diner,commensale,0,0,0,0,0,0,0,0,0,0
2453,commentator,commentatore,1,0,0,0,0,0,0,0,0,0
2454,comment,commento,0,0,0,0,0,0,0,0,0,0
2455,commentary,commento,0,0,0,0,0,0,0,0,0,0
2456,commercial,commerciale,0,0,0,0,0,0,0,0,0,0
2457,dealer,commerciante,0,0,0,0,0,0,0,0,0,0
2458,merchant,commerciante,0,0,0,0,0,0,0,0,0,1
2459,trader,commerciante,0,0,0,0,0,0,0,0,0,0
2460,commerce,commercio,0,0,0,0,0,0,0,0,0,1
2461,trade,commercio,0,0,0,0,0,0,0,0,0,1
2462,salesman,commesso,0,0,0,0,0,0,0,0,0,0
2463,edible,commestibile,0,0,0,0,0,0,0,0,0,0
2464,commit,commettere,0,0,0,0,0,0,0,0,0,0
2465,commissary,commissario,0,0,0,0,0,0,0,0,0,0
2466,commissioner,commissario,0,0,0,0,0,0,0,0,0,0
2467,commission,commissione,0,0,0,0,0,0,0,0,0,1
2468,errand,commissione,1,0,0,1,0,0,0,0,0,1
2469,commensurate,commisurato,0,0,0,0,0,0,0,0,0,0
2470,committal,committal,0,1,0,0,0,0,0,1,0,0
2471,commodore,commodoro,1,0,0,0,0,0,0,0,0,1
2472,poignant,commovente,0,0,0,0,0,0,0,0,0,0
2473,concussion,commozione cerebrale,0,1,1,0,0,0,0,1,0,0
2474,commute,commutare,1,0,0,0,0,0,0,0,0,0
2475,commutative,commutativa,0,0,0,0,0,0,0,0,0,0
2476,commutation,commutazione,1,0,0,0,0,0,0,0,0,0
2477,amenity,comodità,1,0,0,0,0,0,0,0,0,0
2478,conveniences,comodità,0,0,0,0,0,0,0,0,0,0
2479,companionship,compagnia,0,0,0,0,0,0,0,0,0,0
2480,buddy,compagno,1,0,0,1,0,0,1,0,0,1
2481,companion,compagno,1,0,0,0,0,0,1,0,0,1
2482,comrade,compagno,1,0,0,0,0,0,0,0,0,1
2483,fellow,compagno,1,0,0,0,0,0,0,0,0,1
2484,mate,compagno,1,0,0,0,0,0,0,0,0,1
2485,partner,compagno,1,0,0,0,0,0,0,0,0,0
2486,classmate,compagno di classe,0,0,0,0,0,0,0,0,0,0
2487,comparable,comparabile,0,0,0,0,0,0,0,0,0,0
2488,comparatively,comparativamente,0,0,0,0,0,0,0,0,0,0
2489,comparative,comparativo,0,0,0,0,0,0,0,0,0,0
2490,prim,compassato,0,0,0,0,0,0,0,0,0,0
2491,staid,compassato,0,0,0,0,0,0,0,0,0,0
2492,compassion,compassione,1,0,0,0,0,1,0,0,0,0
2493,compassionate,compassionevole,1,0,0,0,0,0,0,0,0,0
2494,compatible,compatibile,1,0,0,0,0,0,0,0,0,0
2495,compatibility,Compatibilità,1,0,0,0,0,0,0,0,0,0
2496,countryman,compatriota,0,0,0,0,0,0,0,0,0,1
2497,compaction,compattazione,0,0,0,0,0,0,0,0,0,0
2498,compactness,compattezza,0,0,0,0,0,0,0,0,0,0
2499,compact,compatto,0,0,0,0,0,0,0,0,0,1
2500,compendium,compendio,0,0,0,0,0,0,0,0,0,0
2501,compensate,compensare,1,0,0,1,0,0,1,0,1,1
2502,offset,compensare,1,0,0,1,0,0,0,0,0,0
2503,compensatory,compensativo,1,0,0,0,0,0,0,0,0,0
2504,compensation,compensazione,0,0,0,0,0,0,0,0,0,0
2505,competent,competente,1,0,0,0,0,0,0,0,0,1
2506,competence,competenza,1,0,0,0,0,0,0,0,0,1
2507,competency,competenza,1,0,0,0,0,0,0,0,0,1
2508,competitive,competitivo,0,0,0,0,0,0,0,0,0,0
2509,complacency,compiacimento,1,0,0,0,0,0,0,0,0,0
2510,complacent,compiaciuto,0,0,0,0,0,0,0,0,0,0
2511,smug,compiaciuto,0,1,0,0,0,0,0,0,0,0
2512,fulfill,compiere,1,0,0,0,0,0,1,0,0,0
2513,compile,compilare,0,0,0,0,0,0,0,0,0,0
2514,compilation,compilazione,0,0,0,0,0,0,0,0,0,0
2515,fulfillment,compimento,1,0,0,1,0,0,1,0,0,1
2516,homework,compiti a casa,0,0,0,0,0,1,0,0,0,0
2517,task,compito,1,0,0,0,0,0,0,0,0,0
2518,accomplished,compiuto,1,0,0,0,0,0,1,0,0,0
2519,birthday,compleanno,1,0,0,1,0,0,1,0,1,0
2520,complementary,complementare,1,0,0,0,0,0,0,0,0,0
2521,complement,complemento,1,0,0,1,0,0,1,0,1,1
2522,complexed,complessato,0,1,0,0,0,0,0,0,0,0
2523,complexity,complessità,0,1,0,0,0,0,0,0,0,0
2524,complex,complesso,0,0,0,0,0,0,0,0,0,0
2525,completely,completamente,1,0,0,0,0,0,0,0,0,0
2526,fully,completamente,1,0,0,0,0,0,0,0,0,1
2527,utterly,completamente,0,0,0,0,0,0,0,0,0,0
2528,completion,completamento,1,0,0,1,0,0,1,0,0,0
2529,completing,completando,1,0,0,1,0,0,1,0,0,0
2530,completed,completato,0,0,0,0,0,0,0,0,0,0
2531,completeness,completezza,1,0,0,0,0,0,0,0,0,0
2532,full,completo,1,0,0,0,0,0,0,0,0,0
2533,complicate,complicare,0,1,1,0,0,0,0,0,0,0
2534,complicated,complicato,0,1,0,0,0,0,0,0,0,0
2535,complication,complicazione,0,1,0,0,0,0,0,0,0,0
2536,accomplice,complice,0,0,0,0,0,0,0,0,0,0
2537,complicity,complicità,1,1,0,0,0,0,0,0,0,0
2538,compliment,complimento,1,0,0,1,0,0,1,0,1,1
2539,compo,compo,0,0,0,0,0,0,0,0,0,0
2540,component,componente,0,0,0,0,0,0,0,0,0,0
2541,compose,comporre,0,0,0,0,0,0,0,0,0,0
2542,behavior,comportamento,0,0,0,0,0,0,0,0,0,0
2543,demeanor,comportamento,0,0,0,0,0,0,0,0,0,0
2544,entail,comportare,0,0,0,0,0,0,0,0,0,0
2545,composite,composito,0,0,0,0,0,0,0,0,0,0
2546,composer,compositore,1,0,0,0,0,0,0,0,0,0
2547,composition,composizione,0,0,0,0,0,0,0,0,0,0
2548,composure,compostezza,1,0,0,0,0,0,0,0,0,0
2549,composed,composto,1,0,0,0,0,0,0,0,0,0
2550,compound,composto,0,0,0,0,0,0,0,0,0,0
2551,apprehend,comprendere,0,0,0,0,0,1,0,0,0,0
2552,comprehend,comprendere,1,0,0,0,0,0,0,0,0,0
2553,comprise,comprendere,0,0,0,0,0,0,0,0,0,0
2554,comprehension,comprensione,0,0,0,0,0,0,0,0,0,0
2555,ken,comprensione,1,0,0,0,0,0,0,0,0,0
2556,understanding,comprensione,1,0,0,0,0,0,0,0,0,1
2557,including,Compreso,1,0,0,0,0,0,0,0,0,0
2558,compression,compressione,0,0,0,0,0,0,0,0,0,0
2559,compressed,compresso,0,0,0,0,0,0,0,0,0,0
2560,compress,comprimere,0,0,1,0,0,0,0,0,0,0
2561,compressible,comprimibile,0,0,0,0,0,0,0,0,0,0
2562,compromise,compromesso,0,0,0,0,0,0,0,0,0,0
2563,computer,computer,0,0,0,0,0,0,0,0,0,0
2564,common,comune,0,0,0,0,0,0,0,0,0,0
2565,commune,comune,0,0,0,0,0,0,0,0,0,0
2566,joint,comune,0,0,0,0,0,0,0,0,0,0
2567,commonly,comunemente,0,0,0,0,0,0,0,0,0,0
2568,communicable,comunicabile,0,0,0,0,0,0,0,0,0,0
2569,communicate,comunicare,1,0,0,0,0,0,0,0,0,1
2570,communicative,comunicativo,1,0,0,0,0,0,0,0,0,0
2571,communication,comunicazione,0,0,0,0,0,0,0,0,0,1
2572,communion,comunione,1,0,0,0,0,0,1,0,0,1
2573,communism,comunismo,0,1,1,0,0,1,0,1,0,0
2574,communist,comunista,0,1,0,0,0,0,0,0,0,0
2575,community,comunità,1,0,0,0,0,0,0,0,0,0
2576,howsoever,comunque,0,0,0,0,0,0,0,0,0,0
2577,forcibly,con forza,0,1,1,0,0,1,0,0,0,0
2578,dell,conca,0,0,0,0,0,0,0,0,0,0
2579,concatenation,concatenazione,0,0,0,0,0,0,0,0,0,0
2580,concave,concavo,0,0,0,0,0,0,0,0,0,0
2581,grantor,concedente,0,0,0,0,0,0,0,0,0,0
2582,grant,concedere,1,0,0,1,0,0,1,0,0,1
2583,concentrate,concentrarsi,0,0,0,0,0,0,0,0,0,0
2584,concentration,concentrazione,0,0,0,0,0,0,0,0,0,0
2585,concentric,concentrico,1,0,0,0,0,0,0,0,0,0
2586,conceivable,concepibile,0,0,0,0,0,0,0,0,0,0
2587,envision,concepire,0,0,0,0,0,0,0,0,0,0
2588,concert,concerto,0,0,0,0,0,0,0,0,0,0
2589,concession,concessione,0,0,0,0,0,0,0,0,0,0
2590,granted,concesso,1,0,0,0,0,0,0,0,0,0
2591,conception,concezione,0,0,0,0,0,0,0,0,0,0
2592,shell,conchiglia,0,1,1,0,0,1,0,1,1,0
2593,concierge,concierge,0,0,0,0,0,0,0,0,0,0
2594,conciliation,conciliazione,1,0,0,0,0,0,1,0,0,1
2595,compost,concime,0,1,0,0,1,0,0,0,0,0
2596,brevity,concisione,0,0,0,0,0,0,0,0,0,0
2597,concise,conciso,0,0,0,0,0,0,0,0,0,0
2598,conclave,conclave,0,0,0,0,0,0,0,0,0,0
2599,conclude,concludere,0,0,0,0,0,0,0,0,0,0
2600,ended,conclusa,0,0,0,0,0,0,0,0,0,0
2601,conclusion,conclusione,0,0,0,0,0,0,0,0,0,0
2602,concluding,conclusiva,1,0,0,0,0,0,0,0,0,0
2603,concomitant,concomitante,0,0,0,0,0,0,0,0,0,0
2604,agreeing,concordando,1,0,0,0,0,0,0,0,0,1
2605,concordance,concordanza,1,0,0,0,0,0,0,0,0,1
2606,agree,concordare,1,0,0,0,0,0,0,0,0,0
2607,agreed,concordato,1,0,0,0,0,0,0,0,0,1
2608,concord,concordia,1,0,0,0,0,0,0,0,0,1
2609,competitor,concorrente,0,0,0,0,0,0,0,0,0,0
2610,concurrent,concorrente,0,0,0,0,0,0,0,0,0,0
2611,competition,concorrenza,0,1,0,1,0,0,0,0,0,0
2612,concourse,concorso,0,0,0,0,0,0,0,0,0,0
2613,concours,concours,0,0,0,0,0,0,0,0,0,0
2614,concrete,concreto,0,0,0,0,0,0,0,0,0,0
2615,condemnation,condanna,0,1,1,1,1,1,0,1,0,0
2616,condemn,condannare,0,1,1,0,0,0,0,0,0,0
2617,doomed,condannato,0,1,0,0,0,1,0,1,0,0
2618,condensed,condensato,0,0,0,0,0,0,0,0,0,0
2619,condensation,condensazione,0,0,0,0,0,0,0,0,0,0
2620,condiment,condimento,0,0,0,0,0,0,0,0,0,0
2621,condescending,condiscendente,0,1,0,0,0,0,0,0,0,0
2622,condescension,condiscendenza,0,1,1,0,1,0,0,1,0,0
2623,conditional,condizionale,0,0,0,0,0,0,0,0,0,0
2624,conditionally,condizionatamente,0,0,0,0,0,0,0,0,0,0
2625,conditioned,condizionato,0,0,0,0,0,0,0,0,0,0
2626,conditions,Condizioni,0,0,0,0,0,0,0,0,0,0
2627,terms,condizioni,0,0,0,0,0,0,0,0,0,0
2628,condolence,condoglianza,1,0,0,0,0,0,0,1,0,0
2629,condone,condonare,1,0,0,0,0,0,0,0,0,0
2630,conduct,condotta,0,0,0,0,0,0,0,0,0,0
2631,conduit,condotto,0,0,0,0,0,0,0,0,0,0
2632,duct,condotto,0,0,0,0,0,0,0,0,0,0
2633,leads,conduce,0,0,0,0,0,0,0,0,0,0
2634,conductivity,conducibilità,1,0,0,0,0,0,0,0,0,0
2635,conductor,conduttore,0,0,0,0,0,0,0,0,0,0
2636,pipeline,conduttura,0,0,0,0,0,0,0,0,0,0
2637,conduction,conduzione,0,0,0,0,0,0,0,0,0,0
2638,constable,conestabile,0,0,0,0,0,0,0,0,0,1
2639,confederate,confederato,1,0,0,0,0,0,0,0,0,1
2640,confederation,confederazione,0,0,0,0,0,0,0,0,0,0
2641,conference,conferenza,0,0,0,0,0,0,0,0,0,0
2642,lecture,conferenza,0,0,0,0,0,0,0,0,0,0
2643,bestow,conferire,0,0,0,0,0,0,0,0,0,0
2644,confer,conferire,0,0,0,0,0,0,0,0,0,0
2645,confirmation,conferma,0,0,0,0,0,0,0,0,0,1
2646,confirmatory,conferma,0,0,0,0,0,0,0,0,0,0
2647,confirm,confermare,0,0,0,0,0,0,0,0,0,0
2648,confirmed,confermato,1,0,0,0,0,0,0,0,0,1
2649,confess,confessare,1,1,0,0,0,0,0,0,0,1
2650,confessional,confessionale,0,0,0,0,0,1,0,0,0,1
2651,denominational,confessionale,0,0,0,0,0,0,0,0,0,0
2652,confession,confessione,0,1,0,1,0,1,0,1,1,0
2653,confessions,confessioni,0,0,0,0,0,0,0,0,0,0
2654,wrapping,confezione,0,0,0,0,0,0,0,0,0,0
2655,confide,confidare,0,0,0,0,0,0,0,0,0,1
2656,confidential,confidenziale,0,0,0,0,0,0,0,0,0,1
2657,confidentially,confidenzialmente,0,0,0,0,0,0,0,0,0,1
2658,configuration,configurazione,0,0,0,0,0,0,0,0,0,0
2659,confinement,confinamento,0,1,1,0,0,1,0,1,0,0
2660,bordering,confinante,0,0,0,0,0,0,0,0,0,0
2661,confine,confinare,0,1,1,0,0,1,0,1,0,0
2662,border,confine,0,0,0,0,0,0,0,0,0,0
2663,boundary,confine,0,0,0,0,0,0,0,0,0,0
2664,confines,confine,0,0,0,0,0,0,0,0,0,0
2665,confiscation,confisca,0,1,0,0,0,0,0,0,0,0
2666,confiscate,confiscare,0,1,1,0,0,0,0,1,0,0
2667,conflagration,conflagrazione,0,1,1,0,0,1,0,0,0,0
2668,conflict,conflitto,0,1,1,0,0,1,0,1,0,0
2669,conflicting,conflitto,0,1,0,0,0,0,0,0,0,0
2670,strife,conflitto,0,1,1,0,0,0,0,0,0,0
2671,confluence,confluenza,0,0,0,0,0,0,0,0,0,0
2672,confound,confondere,0,1,0,0,0,0,0,0,0,0
2673,confuse,confondere,0,1,0,0,0,0,0,0,0,0
2674,conformation,conformazione,0,0,0,0,0,0,0,0,0,0
2675,compliant,conforme,1,0,0,0,0,0,0,0,0,0
2676,complying,conforme,0,0,0,0,0,0,0,0,0,0
2677,accordance,conformità,0,0,0,0,0,0,0,0,0,0
2678,compliance,conformità,1,0,0,0,0,0,0,0,0,1
2679,conformance,conformità,1,0,0,0,0,0,0,0,0,0
2680,conformity,conformità,0,0,0,0,0,0,0,0,0,1
2681,solace,conforto,1,0,0,0,0,0,0,0,0,0
2682,brethren,confratelli,0,0,0,0,0,0,0,0,0,0
2683,collate,confrontare,0,0,0,0,0,0,0,0,0,0
2684,collation,confronto,0,0,0,0,0,0,0,0,0,0
2685,comparison,confronto,0,0,0,0,0,0,0,0,0,0
2686,confusion,confusione,0,1,1,0,0,1,0,0,0,0
2687,fuss,confusione,0,1,1,0,0,0,0,1,0,0
2688,muddle,confusione,0,1,0,0,0,0,0,0,0,0
2689,confounded,confuso,0,1,0,0,0,0,0,0,0,0
2690,jumbled,confuso,0,0,0,0,0,0,0,0,0,0
2691,disprove,confutare,0,0,0,0,0,0,0,0,0,0
2692,refute,confutare,0,0,0,0,0,0,0,0,0,0
2693,furlough,congedo,0,0,0,0,0,0,0,0,0,0
2694,freezing,congelamento,0,1,0,0,0,0,0,0,0,0
2695,frostbite,congelamento,0,1,0,0,0,0,0,0,0,0
2696,freeze,congelare,0,0,0,0,0,0,0,0,0,0
2697,frozen,congelato,0,0,0,0,0,0,0,0,0,0
2698,freezer,congelatore,0,0,0,0,0,0,0,0,0,0
2699,congenial,congeniale,1,0,0,0,0,0,0,0,0,0
2700,congenital,congenito,0,0,0,0,0,0,0,0,0,0
2701,congestion,congestione,0,1,0,0,0,0,0,0,0,0
2702,conjecture,congettura,0,0,0,1,0,0,0,0,0,0
2703,guesswork,congetture,0,0,0,0,0,0,0,0,0,0
2704,conjunctive,congiuntivo,0,0,0,0,0,0,0,0,0,0
2705,joined,congiunto,1,0,0,0,0,0,0,0,0,0
2706,conjunction,congiunzione,0,0,0,0,0,0,0,0,0,0
2707,conglomerate,conglomerato,0,0,0,0,0,0,0,0,0,1
2708,conglomeration,conglomerazione,0,0,0,0,0,0,0,0,0,0
2709,congratulatory,congratulazioni,1,0,0,0,0,0,1,0,0,0
2710,congregate,congregarsi,0,0,0,0,0,0,0,0,0,0
2711,congregation,congregazione,1,0,0,0,0,0,0,0,0,1
2712,congressman,congressman,0,0,0,0,0,0,0,0,0,1
2713,congress,congresso,0,0,0,0,1,0,0,0,0,1
2714,congressional,Congresso,0,0,0,0,0,0,0,0,0,0
2715,congruence,congruenza,1,0,0,0,0,0,0,0,0,1
2716,conic,conico,0,0,0,0,0,0,0,0,0,0
2717,conical,conico,0,0,0,0,0,0,0,0,0,0
2718,rabbit,coniglio,0,0,0,0,0,0,0,0,0,0
2719,coinage,conio,0,0,0,0,0,0,0,0,0,0
2720,conjugal,coniugale,0,0,0,0,0,0,0,0,0,0
2721,conjugate,coniugare,0,0,0,0,0,0,0,0,0,0
2722,conjugation,coniugazione,0,0,0,0,0,0,0,0,0,0
2723,spouse,coniuge,1,0,0,0,0,0,1,0,0,1
2724,connective,connettivo,0,0,0,0,0,0,0,0,0,1
2725,cone,cono,0,0,0,0,0,0,0,0,0,0
2726,acquaintance,conoscente,0,0,0,0,0,0,0,0,0,0
2727,acquainted,conoscenza,0,0,0,0,0,0,0,0,0,0
2728,knowledge,conoscenza,1,0,0,0,0,0,0,0,0,0
2729,cognitive,conoscitivo,1,0,0,0,0,0,0,0,0,0
2730,conquest,conquista,0,1,1,0,0,1,0,0,0,0
2731,conquer,conquistare,0,0,0,0,0,0,0,0,0,0
2732,conqueror,conquistatore,0,0,0,0,0,0,0,0,0,0
2733,consecration,consacrazione,1,0,0,1,0,0,1,1,0,1
2734,knowingly,consapevolmente,0,0,0,0,0,0,0,0,0,0
2735,consecutive,consecutivo,0,0,0,0,0,0,0,0,0,0
2736,consignment,consegna,0,0,0,0,0,0,0,0,0,0
2737,delivery,consegna,1,0,0,1,0,0,0,0,0,0
2738,consequent,conseguente,0,0,0,1,0,0,0,0,0,0
2739,consequence,conseguenza,0,0,0,0,0,0,0,0,0,0
2740,aftermath,conseguenze,0,1,1,0,1,1,0,1,0,0
2741,consent,consenso,0,0,0,0,0,0,0,0,0,0
2742,concurring,consentendo,0,0,0,0,0,0,0,0,0,0
2743,permitted,consentita,0,0,0,0,0,0,0,0,0,0
2744,consenting,consenziente,0,0,0,0,0,0,0,0,0,0
2745,conserve,conservare,1,0,0,0,0,0,0,0,0,0
2746,retain,conservare,0,0,0,0,0,0,0,0,0,1
2747,preserved,conservato,0,0,0,0,0,0,0,0,0,0
2748,conservatory,conservatorio,0,0,0,0,0,0,0,0,0,0
2749,conservatism,conservatorismo,0,0,0,0,0,0,0,0,0,0
2750,conservation,conservazione,1,0,0,1,0,0,0,0,0,1
2751,canning,conserviera,0,0,0,0,0,0,0,0,0,0
2752,advice,consigli,0,0,0,0,0,0,0,0,0,1
2753,advisable,consigliabile,1,0,0,0,0,0,0,0,0,1
2754,advise,consigliare,1,0,0,0,0,0,0,0,0,1
2755,advised,consigliato,0,0,0,0,0,0,0,0,0,1
2756,adviser,consigliere,1,0,0,0,0,0,0,0,0,1
2757,counsellor,consigliere,0,1,1,0,0,1,0,0,0,1
2758,counselor,consigliere,1,0,0,0,0,0,0,0,0,1
2759,council,consiglio,1,0,0,1,0,0,0,0,0,1
2760,counsel,consiglio,1,0,0,0,0,0,0,0,0,1
2761,comforter,consolatore,0,0,0,0,0,0,0,0,0,0
2762,consolation,consolazione,0,0,0,0,0,0,0,0,0,0
2763,consul,console,0,0,0,0,0,0,0,0,0,1
2764,consolidation,consolidamento,0,0,0,0,0,0,0,0,0,0
2765,consolidate,consolidare,0,0,0,0,0,0,0,0,0,0
2766,console,consolle,1,0,0,0,0,0,0,1,0,0
2767,consonant,consonante,1,0,0,0,0,0,0,0,0,0
2768,consort,consorte,0,0,0,0,0,0,0,0,0,1
2769,customary,consueto,0,0,0,0,0,0,0,0,0,0
2770,consult,consultare,0,0,0,0,0,0,0,0,0,1
2771,consultation,consultazione,0,0,0,0,0,0,0,0,0,0
2772,consume,consumare,0,0,0,0,0,0,0,0,0,0
2773,consuming,consumare,0,0,0,0,0,0,0,0,0,0
2774,consummate,consumato,1,0,0,0,0,0,0,0,0,0
2775,consummation,consumazione,0,0,0,0,0,0,0,0,0,0
2776,consumption,consumo,0,0,0,0,0,0,0,0,0,0
2777,counts,conta,0,0,0,0,0,0,0,0,0,0
2778,bookkeeper,contabile,0,0,0,0,0,0,0,0,0,0
2779,accounting,contabilità,0,0,0,0,0,0,0,0,0,0
2780,bookkeeping,contabilità,0,0,0,0,0,0,0,0,0,0
2781,farmer,contadino,0,0,0,0,0,0,0,0,0,0
2782,peasant,contadino,0,0,0,0,0,0,0,0,0,0
2783,kern,contadino irlandese,0,1,0,0,0,0,0,0,0,0
2784,contagion,contagio,0,1,0,1,1,1,0,0,0,0
2785,contagious,contagioso,0,1,0,0,1,1,0,0,0,0
2786,infectious,contagioso,0,1,0,0,1,1,0,1,0,0
2787,contaminate,contaminare,0,1,0,0,1,0,0,0,0,0
2788,contaminated,contaminati,0,1,0,0,1,1,0,1,0,0
2789,contamination,contaminazione,0,1,0,0,1,0,0,0,0,0
2790,cash,contanti,1,0,1,1,0,1,1,0,0,1
2791,count,contare,1,0,0,0,0,0,0,0,0,1
2792,counter,contatore,0,0,0,0,0,0,0,0,0,0
2793,contact,contatto,1,0,0,0,0,0,0,0,0,0
2794,earl,conte,1,0,0,0,0,0,0,0,0,0
2795,county,contea,0,0,0,0,0,0,0,0,0,1
2796,contemplate,contemplare,0,0,0,0,0,0,0,0,0,0
2797,contemplative,contemplativo,0,0,0,0,0,0,0,0,0,0
2798,contemplation,contemplazione,1,0,0,0,0,0,0,0,0,0
2799,simultaneously,contemporaneamente,0,0,0,0,0,0,0,0,0,0
2800,contemporaneous,contemporaneo,0,0,0,0,0,0,0,0,0,0
2801,contemporary,contemporaneo,0,0,0,0,0,0,0,0,0,0
2802,litigant,contendente,0,1,0,0,0,0,0,0,0,0
2803,contending,contendenti,0,0,0,0,0,0,0,0,0,0
2804,containment,contenimento,0,0,0,0,0,0,0,0,0,0
2805,gladness,contentezza,1,0,0,0,0,0,1,0,0,0
2806,delighted,Contentissimo,1,0,0,1,0,0,1,0,1,0
2807,content,contenuto,1,0,0,0,0,0,1,0,0,1
2808,contents,contenuto,0,0,0,0,0,0,0,0,0,0
2809,contentious,contenzioso,0,1,1,0,1,1,0,0,0,0
2810,contention,contesa,0,0,0,0,0,0,0,0,0,0
2811,countess,contessa,1,0,0,0,0,0,0,0,0,0
2812,context,contesto,0,0,0,0,0,0,0,0,0,0
2813,accounts,conti,0,0,0,0,0,0,0,0,0,1
2814,contiguous,contiguo,0,0,0,0,0,0,0,0,0,0
2815,continental,continentale,0,0,0,0,0,0,0,0,0,0
2816,continent,continente,0,0,0,0,0,0,0,0,0,0
2817,continence,continenza,0,0,0,0,0,0,0,0,0,0
2818,contingent,contingente,0,0,0,1,0,0,0,0,0,0
2819,contingency,contingenza,0,0,0,0,0,0,0,0,0,0
2820,continued,continua,0,0,0,0,0,0,0,0,0,0
2821,continuing,continua,0,0,0,0,0,0,0,0,0,0
2822,continually,continuamente,0,0,0,0,0,0,0,0,0,0
2823,continuously,continuamente,0,0,0,0,0,0,0,0,0,0
2824,continue,continuare,1,0,0,1,0,0,0,0,0,1
2825,continuance,continuazione,0,0,0,0,0,0,0,0,0,0
2826,continuation,continuazione,0,0,0,1,0,0,0,0,0,0
2827,continuity,continuità,0,0,0,0,0,0,0,0,0,0
2828,continual,continuo,0,0,0,0,0,0,0,0,0,0
2829,continuous,continuo,0,0,0,0,0,0,0,0,0,0
2830,account,conto,0,0,0,0,0,0,0,0,0,1
2831,countdown,conto alla rovescia,0,0,0,1,0,0,0,0,0,0
2832,squirm,contorcersi,0,1,0,0,1,0,0,0,0,0
2833,contour,contorno,1,0,0,0,0,0,0,0,0,0
2834,outline,contorno,0,0,0,0,0,0,0,0,0,0
2835,smuggle,contrabbandare,0,1,0,0,0,1,0,0,0,0
2836,smuggler,contrabbandiere,0,1,1,0,1,1,0,0,0,0
2837,contraband,contrabbando,0,1,1,0,1,1,0,0,0,0
2838,smuggling,contrabbando,0,1,0,0,0,0,0,0,0,0
2839,contradict,contraddire,0,1,1,0,0,0,0,0,0,0
2840,contradictory,contraddittorio,0,1,0,0,0,0,0,0,0,0
2841,contradiction,contraddizione,0,1,0,0,0,0,0,0,0,0
2842,forgery,contraffazione,0,1,0,0,0,0,0,0,0,0
2843,buttress,contrafforte,0,0,0,0,0,0,0,0,0,0
2844,alto,contralto,0,0,0,0,0,0,0,0,0,0
2845,counterbalance,contrappeso,0,0,0,0,0,0,0,0,0,0
2846,contrary,contrario,0,1,0,0,0,0,0,0,0,0
2847,counteract,contrastare,0,0,0,0,0,0,0,0,0,0
2848,contrasted,contrastato,0,1,0,0,0,0,0,0,0,0
2849,contrast,contrasto,0,0,0,0,0,0,0,0,0,0
2850,setback,contrattempo,0,1,0,0,0,0,0,1,0,0
2851,contractile,contrattile,0,0,0,0,0,0,0,0,0,0
2852,contract,contratto,0,0,0,0,0,0,0,0,0,0
2853,contracted,contratto,0,1,0,0,0,0,0,0,0,0
2854,contravene,contravvenire,0,1,0,0,0,0,0,0,0,0
2855,contravention,contravvenzione,0,1,0,0,0,0,0,0,0,0
2856,contraction,contrazione,0,0,0,0,0,0,0,0,0,0
2857,shrinking,contrazione,0,0,0,0,0,0,0,0,0,0
2858,twitch,contrazione,0,1,0,0,0,0,0,0,0,0
2859,contribute,contribuire,1,0,0,0,0,0,0,0,0,0
2860,con,contro,0,0,0,0,0,0,0,0,0,0
2861,versus,contro,0,1,1,0,0,0,0,0,0,0
2862,control,controllo,0,0,0,0,0,0,0,0,0,0
2863,comptroller,controllore,0,0,0,0,0,0,0,0,0,1
2864,counterpart,controparte,0,0,0,0,0,0,0,0,0,0
2865,counterclaim,controquerela,0,0,0,0,0,0,0,0,0,0
2866,controversial,controverso,0,1,1,0,0,0,0,0,0,0
2867,bruise,contusione,0,1,0,1,0,0,0,0,0,0
2868,convalescent,convalescente,0,0,0,0,0,0,0,0,0,0
2869,convenient,conveniente,1,0,0,0,0,0,0,0,0,0
2870,convenience,convenienza,1,0,0,0,0,0,0,0,0,0
2871,convent,convento,1,0,0,0,0,0,0,0,0,1
2872,conventional,convenzionale,0,0,0,0,0,0,0,0,0,0
2873,convention,convenzione,1,0,0,0,0,0,0,0,0,0
2874,convergent,convergente,0,0,0,0,0,0,0,0,0,0
2875,convergence,convergenza,0,0,0,1,0,0,0,0,0,0
2876,converge,convergere,0,0,0,0,0,0,0,0,0,0
2877,conversing,conversando,0,0,0,0,0,0,0,0,0,0
2878,converse,conversare,0,0,0,0,0,0,0,0,0,0
2879,conversation,conversazione,0,0,0,0,0,0,0,0,0,0
2880,conversion,conversione,0,0,0,0,0,0,0,0,0,0
2881,convertible,convertibile,0,0,0,0,0,0,0,0,0,0
